Category	Code	Lab Item	 Rate 	IP Markup	Package	External	Sample Type
BIOCHEMISTRY	CEZ/A	AHC - CARDIAC ENZYMES		10	NO	NO	BLOOD
BIOCHEMISTRY	CEZ/A	AHC - CARDIAC ENZYMES		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/LC	AHC - CD4 CD8 COUNT LANCET	1600	10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/LC	AHC - CD4 CD8 COUNT LANCET		10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/LC	AHC - CD4 CD8 COUNT LANCET		10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/N	AHC - CD4 CD8 COUNT NYUMBANI	1000	10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/N	AHC - CD4 CD8 COUNT NYUMBANI		10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/N	AHC - CD4 CD8 COUNT NYUMBANI		10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/SB	AHC - CD4 CD8 COUNT STAR BIOTECH	1200	10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/SB	AHC - CD4 CD8 COUNT STAR BIOTECH		10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CD4/SB	AHC - CD4 CD8 COUNT STAR BIOTECH		10	NO	YES	BLOOD
SEROLOGY/IMMUNOLOGY	CEA/A	AHC - CEA	2500	10	NO	NO	BLOOD
BIOCHEMISTRY	CHL/A	AHC - CHLORIDES		10	NO	NO	BLOOD
BIOCHEMISTRY	CHOLN/A	AHC - CHOLINESTERASE	1400	10	NO	NO	BLOOD
BIOCHEMISTRY	CKMB/A	AHC - CKMB	2100	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	CLOT/A	AHC - CLOTTING TIME	450	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	COAG/A	AHC - COAGULATION PROFILE	2200	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	COAG/A	AHC - COAGULATION PROFILE		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	COAG/A	AHC - COAGULATION PROFILE		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	COAG/A	AHC - COAGULATION PROFILE		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	COAG/A	AHC - COAGULATION PROFILE		10	NO	NO	BLOOD
BIOCHEMISTRY	COCA/A	AHC - COCAINE SCREENING URINE	850	10	NO	NO	URINE
BIOCHEMISTRY	CPK/A	AHC - CPK	600	10	NO	NO	BLOOD
BIOCHEMISTRY	CPK/A	AHC - CPK		10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	CRAG/A	AHC - CRAG	1650	10	NO	NO	BLOOD
BIOCHEMISTRY	CRT/A	AHC - CREATININE	600	10	NO	NO	BLOOD
BIOCHEMISTRY	CRTC/A	AHC - CREATININE CLEARANCE	1300	10	NO	YES	URINE
BIOCHEMISTRY	CRTC/A	AHC - CREATININE CLEARANCE		10	NO	YES	URINE
BIOCHEMISTRY	CRTC/A	AHC - CREATININE CLEARANCE		10	NO	YES	URINE
BIOCHEMISTRY	CRTC/A	AHC - CREATININE CLEARANCE		10	NO	YES	URINE
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S	3200	10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
MICROBIOLOGY	CSFMC/A	AHC - CSF M/C/S		10	NO	NO	CSF
BIOCHEMISTRY	DDIM/A	AHC - D DIMERS	3500	10	NO	NO	BLOOD
BIOCHEMISTRY	DIGX/PC	PATHCARE - DIGOXIN LEVELS	3800	10	NO	YES	BLOOD
SEROLOGY/IMMUNOLOGY	DIRC/A	AHC - DIRECT COOMBS TEST	500	10	YES	NO	BLOOD
BIOCHEMISTRY	ELEC/A	AHC - ELECTROLYTES	1300	10	NO	NO	BLOOD
BIOCHEMISTRY	ELEC/A	AHC - ELECTROLYTES		10	NO	NO	BLOOD
BIOCHEMISTRY	ELEC/A	AHC - ELECTROLYTES		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	ESR/A	AHC - ERYTHROCYTE SEDIMENTATION RATE	450	10	NO	NO	BLOOD
BIOCHEMISTRY	FLP/A	AHC - FASTING LIPID PROFILE	1800	10	NO	NO	BLOOD
BIOCHEMISTRY	FLP/A	AHC - FASTING LIPID PROFILE		10	NO	NO	BLOOD
BIOCHEMISTRY	FLP/A	AHC - FASTING LIPID PROFILE		10	NO	NO	BLOOD
BIOCHEMISTRY	FLP/A	AHC - FASTING LIPID PROFILE		10	NO	NO	BLOOD
BIOCHEMISTRY	GGT/A	AHC - GAMMA GT	550	10	NO	NO	BLOOD
MICROBIOLOGY	GRM/A	AHC - GRAM STAIN	500	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	HAB/A	AHC - H PYLORI ANTIBODY	2000	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	HPAG/A	AHC - H PYLORI ANTIGEN	2900	10	NO	NO	STOOL
HAEMATOLOGY AND B.TRANSFUSION	HB/A	AHC - HAEMOGLOBIN	500	10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM	1050	10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HGM/A	AHC - HAEMOGRAM		10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HBE/A	AHC - HB ELECTROPHORESIS	3500	10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HBE/A	AHC - HB ELECTROPHORESIS		10	NO	YES	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	HBE/A	AHC - HB ELECTROPHORESIS		10	NO	YES	BLOOD
BIOCHEMISTRY	HBA/A	AHC - HBA1C	1600	10	NO	NO	BLOOD
BIOCHEMISTRY	HDL/A	AHC - HDL	700	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	HEPA/A	AHC - HEPATITIS A ANTIGEN	4000	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	HBSA/A	AHC - HEPATITIS B SURFACE ANTIGEN	2100	10	NO	NO	BLOOD
SEROLOGY/IMMUNOLOGY	HEPC/A	AHC - HEPATITIS C ANTIGEN	2900	10	NO	NO	BLOOD
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB	1400	10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
MICROBIOLOGY	HVS/A	AHC - HIGH VAGINAL SWAB		10	NO	NO	OTHER
SEROLOGY/IMMUNOLOGY	HIV/A	AHC - HIV SCREEN	1300	10	YES	NO	BLOOD
SEROLOGY/IMMUNOLOGY	INDIRC/A	AHC - INDIRECT COOMBS TEST	500	10	YES	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	INR/A	AHC - INR	650	10	NO	NO	BLOOD
BIOCHEMISTRY	KET/A	AHC - KETONES SERUM	900	10	NO	NO	BLOOD
MICROBIOLOGY	KOH/A	AHC - KOH MICROSCOPY	400	10	NO	NO	SKIN
BIOCHEMISTRY	LDH/A	AHC - LDH	650	10	NO	NO	BLOOD
BIOCHEMISTRY	LH/PC	PATHCARE - LH	2700	10	NO	YES	BLOOD
BIOCHEMISTRY	LH/PC	PATHCARE - LH		10	NO	YES	BLOOD
BIOCHEMISTRY	LH/PC	PATHCARE - LH		10	NO	YES	BLOOD
BIOCHEMISTRY	LH/PC	PATHCARE - LH		10	NO	YES	BLOOD
BIOCHEMISTRY	LH/PC	PATHCARE - LH		10	NO	YES	BLOOD
BIOCHEMISTRY	LIP/A	AHC - LIPASE	1350	10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS	2500	10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	LFT/A	AHC - LIVER FUNCTION TESTS		10	NO	NO	BLOOD
BIOCHEMISTRY	MAG/A	AHC - MAGNESIUM	650	10	NO	NO	BLOOD
HISTOLOGY	MJHI/A	AHC - MAJOR HISTOLOGY (ABOVE 10 CM)	8000	10	NO	YES	OTHER
HISTOLOGY	MIHI/A	AHC - MEDIUM HISTOLOGY (2 - 10 CM)	4000	10	NO	YES	OTHER
MICROBIOLOGY	BS/A	AHC - MALARIA TEST SMEAR AND ANTIGEN	650	10	YES	NO	BLOOD
MICROBIOLOGY	BS/A	AHC - MALARIA TEST SMEAR AND ANTIGEN		10	YES	NO	BLOOD
SEROLOGY/IMMUNOLOGY	MANX/A	AHC - MANTOUX	600	10	NO	NO	BLOOD
BIOCHEMISTRY	OGTT/A	AHC - OGTT (ORAL GLUCOSE TOLERANCE TEST)	1800	10	NO	NO	BLOOD
BIOCHEMISTRY	OGTT/A	AHC - OGTT (ORAL GLUCOSE TOLERANCE TEST)		10	NO	NO	BLOOD
BIOCHEMISTRY	OGTT/A	AHC - OGTT (ORAL GLUCOSE TOLERANCE TEST)		10	NO	NO	BLOOD
BIOCHEMISTRY	OGTT/A	AHC - OGTT (ORAL GLUCOSE TOLERANCE TEST)		10	NO	NO	BLOOD
BIOCHEMISTRY	OPI/A	AHC - OPIATE SCREENING URINE	850	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	PBF/A	AHC - PERIPHERAL BLOOD FILM	450	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	PBF/A	AHC - PERIPHERAL BLOOD FILM		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	PBF/A	AHC - PERIPHERAL BLOOD FILM		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	PBF/A	AHC - PERIPHERAL BLOOD FILM		10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	PBF/A	AHC - PERIPHERAL BLOOD FILM		10	NO	NO	BLOOD
BIOCHEMISTRY	PHOS/A	AHC - PHOSPHORUS	450	10	NO	NO	BLOOD
HAEMATOLOGY AND B.TRANSFUSION	PLT/A	AHC - PLATELET COUNT	450	10	YES	NO	BLOOD
MICROBIOLOGY	TAP	AHC - PLEURAL/ASCITIC TAP	2000	10	NO	NO	ASPIRATE
